Count,Pixel_2,Pixel_2,Value_1,Value_2,Value_3,Survived,Pclass,Empty
3120,200,300,138,166,178,0,3,1
3121,200,300,124,154,179,0,1,1
3122,200,300,163,188,221,1,3,1
3123,200,300,101,121,143,1,3,1
3124,200,300,104,131,166,1,1,1
3125,200,300,95,123,148,0,3,1
3126,200,300,97,126,149,1,3,1
3127,200,300,113,145,172,1,2,1
3128,200,300,94,124,163,1,3,1
3129,200,300,86,116,150,1,1,1
3130,200,300,180,211,240,1,3,1
3131,200,300,88,111,137,1,1,1
3132,200,300,115,132,157,0,3,1
3133,200,300,107,130,156,0,1,1
3134,200,300,88,111,137,1,3,1
3135,200,300,62,89,108,1,3,1
3136,200,300,216,248,255,1,1,1
3137,200,300,228,255,255,1,3,1
3138,200,300,98,130,157,0,3,1
3139,200,300,99,126,154,1,2,1
3140,200,300,89,115,152,1,3,1
3141,200,300,94,120,157,1,1,1
3142,200,300,93,125,159,1,3,1
3143,200,300,89,105,124,1,1,1
3144,200,300,95,118,144,0,3,1
3145,200,300,111,135,164,1,1,1
3146,200,300,50,68,88,0,3,1
3147,200,300,46,69,95,0,3,1
3148,200,300,112,136,165,1,1,1
3149,200,300,115,149,171,1,3,1
3150,200,300,158,191,220,1,3,1
3151,200,300,105,123,150,0,2,1
3152,200,300,105,127,151,1,3,1
3153,200,300,103,135,162,1,1,1
3154,200,300,98,131,160,1,3,1
3155,200,300,97,124,159,1,1,1
3156,200,300,100,128,153,1,3,1
3157,200,300,112,137,163,1,1,1
3158,200,300,72,96,120,0,3,1
3159,200,300,92,119,147,0,3,1
3160,200,300,89,112,133,1,1,1
3161,200,300,128,153,172,1,3,1
3162,200,300,208,231,255,1,3,1
3163,200,300,89,111,135,1,2,1
3164,200,300,153,175,204,0,3,1
3165,200,300,105,133,163,1,1,1
3166,200,300,1,1,1,1,3,1
3167,200,300,1,1,1,1,1,1
3168,200,300,1,1,1,1,3,1
3169,200,300,1,1,1,1,1,1
3170,200,300,1,1,1,0,3,1
3171,200,300,1,1,1,1,3,1
3172,200,300,1,1,1,0,1,1
3173,200,300,1,1,1,0,3,1
3174,200,300,1,1,1,1,3,1
3175,200,300,1,1,1,1,2,1
3176,200,300,1,1,1,1,3,1
3177,200,300,1,1,1,1,1,1
3178,200,300,5,5,5,1,3,1
3179,200,300,10,10,10,1,1,1
3180,200,300,10,10,10,1,3,1
3181,200,300,13,13,13,1,1,1
3182,200,300,13,16,16,1,3,1
3183,200,300,15,18,18,1,3,1
3184,200,300,15,20,20,1,1,1
3185,200,300,15,22,23,1,3,1
3186,200,300,16,23,24,1,3,1
3187,200,300,17,24,25,1,2,1
3188,200,300,17,24,25,1,3,1
3189,200,300,17,24,25,1,1,1
3190,200,300,16,23,24,1,3,1
3191,200,300,16,23,24,1,1,1
3192,200,300,16,23,24,1,3,1
3193,200,300,16,23,24,1,1,1
3194,200,300,16,23,24,1,3,1
3195,200,300,16,23,24,1,3,1
3196,200,300,16,23,24,1,1,1
3197,200,300,17,24,25,1,3,1
3198,200,300,17,24,25,1,3,1
3199,200,300,17,24,25,1,2,1
3200,200,300,17,24,25,1,3,1
3201,200,300,17,24,25,0,1,1
3202,200,300,17,24,25,1,3,1
3203,200,300,17,24,25,1,1,1
3204,200,300,17,24,25,1,3,1
3205,200,300,18,25,26,1,1,1
3206,200,300,19,26,27,1,3,1
3207,200,300,19,26,27,1,3,1
3208,200,300,18,25,26,0,1,1
3209,200,300,18,25,26,0,3,1
3210,200,300,18,25,26,1,3,1
3211,200,300,18,25,26,1,2,1
3212,200,300,18,25,26,1,3,1
3213,200,300,18,25,26,1,1,1
3214,200,300,18,25,26,0,3,1
3215,200,300,19,26,27,1,1,1
3216,200,300,17,26,27,1,3,1
3217,200,300,18,27,28,1,1,1
3218,200,300,18,27,28,1,3,1
3219,200,300,18,27,28,1,3,1
3220,200,300,17,26,27,0,1,1
3221,200,300,18,27,28,1,3,1
3222,200,300,18,27,28,0,3,1
3223,200,300,17,26,27,0,2,1
3224,200,300,17,26,27,1,3,1
3225,200,300,18,27,28,1,1,1
3226,200,300,18,27,28,1,3,1
3227,200,300,18,27,28,0,1,1
3228,200,300,17,26,27,1,3,1
3229,200,300,17,26,27,1,1,1
3230,200,300,17,26,27,1,3,1
3231,200,300,17,26,27,1,3,1
3232,200,300,17,26,27,1,1,1
3233,200,300,18,27,28,1,3,1
3234,200,300,18,27,28,0,3,1
3235,200,300,18,27,28,0,2,1
3236,200,300,17,26,27,1,3,1
3237,200,300,18,27,28,1,1,1
3238,200,300,18,27,28,1,3,1
3239,200,300,18,27,28,1,1,1
3240,200,300,17,26,27,0,3,1
3241,200,300,18,27,28,1,1,1
3242,200,300,18,27,28,1,3,1
3243,200,300,18,27,28,1,3,1
3244,200,300,17,26,27,1,1,1
3245,200,300,18,27,28,1,3,1
3246,200,300,18,27,28,0,3,1
3247,200,300,18,27,28,1,2,1
3248,200,300,17,26,27,0,3,1
3249,200,300,17,26,27,0,1,1
3250,200,300,17,26,27,1,3,1
3251,200,300,17,26,27,1,1,1
3252,200,300,17,26,27,1,3,1
3253,200,300,18,27,28,0,1,1
3254,200,300,18,27,28,1,3,1
3255,200,300,18,27,28,1,3,1
3256,200,300,17,26,27,1,1,1
3257,200,300,18,27,28,1,3,1
3258,200,300,18,27,28,1,3,1
3259,200,300,18,27,28,1,2,1
3260,200,300,17,26,27,0,3,1
3261,200,300,18,27,28,0,1,1
3262,200,300,18,27,28,1,3,1
3263,200,300,18,27,28,1,1,1
3264,200,300,17,26,27,1,3,1
3265,200,300,18,27,28,1,1,1
3266,200,300,18,27,28,0,3,1
3267,200,300,18,27,28,1,3,1
3268,200,300,17,26,27,1,1,1
3269,200,300,18,27,28,1,3,1
3270,200,300,18,27,28,1,3,1
3271,200,300,18,27,28,1,2,1
3272,200,300,17,26,27,0,3,1
3273,200,300,18,27,28,1,1,1
3274,200,300,18,27,28,0,3,1
3275,200,300,18,27,28,0,1,1
3276,200,300,17,26,27,1,3,1
3277,200,300,18,27,28,1,1,1
3278,200,300,18,27,28,1,3,1
3279,200,300,18,27,28,0,3,1
3280,200,300,17,26,27,1,1,1
3281,200,300,18,27,28,1,3,1
3282,200,300,18,27,28,1,3,1
3283,200,300,18,27,28,1,2,1
3284,200,300,17,26,27,1,3,1
3285,200,300,18,27,28,1,1,1
3286,200,300,18,27,28,0,3,1
3287,200,300,18,27,28,0,1,1
3288,200,300,17,26,27,1,3,1
3289,200,300,18,27,28,1,1,1
3290,200,300,18,27,28,1,3,1
3291,200,300,18,27,28,1,3,1
3292,200,300,17,26,27,0,1,1
3293,200,300,17,26,27,1,3,1
3294,200,300,17,26,27,1,3,1
3295,200,300,17,26,27,1,2,1
3296,200,300,17,26,27,1,3,1
3297,200,300,18,27,28,1,1,1
3298,200,300,18,27,28,0,3,1
3299,200,300,18,27,28,1,1,1
3300,200,300,17,26,27,0,3,1
3301,200,300,17,26,27,0,1,1
3302,200,300,17,26,27,1,3,1
3303,200,300,17,26,27,1,3,1
3304,200,300,17,26,27,1,1,1
3305,200,300,17,26,27,1,3,1
3306,200,300,17,26,27,1,3,1
3307,200,300,17,26,27,1,2,1
3308,200,300,17,26,27,1,3,1
3309,200,300,17,26,27,1,1,1
3310,200,300,17,26,27,1,3,1
3311,200,300,17,26,27,1,1,1
3312,200,300,17,26,27,1,3,1
3313,200,300,18,27,28,1,1,1
3314,200,300,18,27,28,1,3,1
3315,200,300,18,27,28,1,3,1
3316,200,300,17,26,27,1,1,1
3317,200,300,18,27,28,1,3,1
3318,200,300,18,27,28,1,3,1
3319,200,300,18,27,28,1,2,1
3320,200,300,17,26,27,1,3,1
3321,200,300,18,27,28,1,1,1
3322,200,300,18,27,28,1,3,1
3323,200,300,18,27,28,1,1,1
3324,200,300,17,26,27,1,3,1
3325,200,300,20,30,34,1,1,1
3326,200,300,17,26,27,1,3,1
3327,200,300,59,63,65,1,3,1
3328,200,300,199,201,203,1,1,1
3329,200,300,98,98,98,0,3,1
3330,200,300,12,12,12,1,3,1
3331,200,300,3,6,6,1,2,1
3332,200,300,0,0,0,1,3,1
3333,200,300,8,10,12,1,1,1
3334,200,300,17,20,20,1,3,1
3335,200,300,189,194,194,1,1,1
3336,200,300,13,19,23,0,3,1
3337,200,300,7,12,12,0,1,1
3338,200,300,5,3,8,1,3,1
3339,200,300,12,19,30,1,3,1
3340,200,300,54,62,79,1,1,1
3341,200,300,163,169,191,1,3,1
3342,200,300,169,174,192,0,3,1
3343,200,300,41,46,57,1,2,1
3344,200,300,1,4,4,1,3,1
3345,200,300,25,30,30,1,1,1
3346,200,300,8,12,14,1,3,1
3347,200,300,3,6,11,1,1,1
3348,200,300,76,77,87,0,3,1
3349,200,300,36,38,40,1,1,1
3350,200,300,0,0,0,0,3,1
3351,200,300,84,87,87,0,3,1
3352,200,300,176,175,177,1,1,1
3353,200,300,0,0,0,1,3,1
3354,200,300,0,0,0,1,3,1
3355,200,300,8,8,8,0,2,1
3356,200,300,23,25,27,1,3,1
3357,200,300,62,63,68,1,1,1
3358,200,300,83,86,86,1,3,1
3359,200,300,0,0,0,1,1,1
3360,200,300,2,3,8,1,3,1
3361,200,300,5,8,6,1,1,1
3362,200,300,3,6,4,0,3,1
3363,200,300,5,5,5,0,3,1
3364,200,300,25,25,25,1,1,1
3365,200,300,5,8,8,1,3,1
3366,200,300,16,16,16,1,3,1
3367,200,300,45,53,50,1,2,1
3368,200,300,33,41,40,0,3,1
3369,200,300,32,37,37,1,1,1
3370,200,300,32,37,37,1,3,1
3371,200,300,24,27,25,1,1,1
3372,200,300,33,36,36,1,3,1
3373,200,300,14,17,15,1,1,1
3374,200,300,57,57,55,0,3,1
3375,200,300,129,132,132,1,3,1
3376,200,300,45,48,48,0,1,1
3377,200,300,48,51,51,0,3,1
3378,200,300,47,50,48,1,3,1
3379,200,300,37,38,43,1,2,1
3380,200,300,32,37,37,1,3,1
3381,200,300,32,37,37,0,1,1
3382,200,300,32,37,37,1,3,1
3383,200,300,32,37,37,1,1,1
3384,200,300,32,37,37,1,3,1
3385,200,300,32,37,37,1,1,1
3386,200,300,32,37,37,1,3,1
3387,200,300,32,37,37,1,3,1
3388,200,300,32,37,37,0,1,1
3389,200,300,32,37,37,0,3,1
3390,200,300,32,37,37,1,3,1
3391,200,300,32,37,37,1,2,1
3392,200,300,32,37,37,1,3,1
3393,200,300,32,37,37,1,1,1
3394,200,300,32,37,37,0,3,1
3395,200,300,32,37,37,1,1,1
3396,200,300,32,37,37,1,3,1
3397,200,300,31,36,36,1,1,1
3398,200,300,29,34,34,1,3,1
3399,200,300,25,33,32,1,3,1
3400,200,300,25,33,32,0,1,1
3401,200,300,25,33,32,1,3,1
3402,200,300,25,33,32,0,3,1
3403,200,300,25,33,32,0,2,1
3404,200,300,25,33,32,1,3,1
3405,200,300,25,33,32,1,1,1
3406,200,300,25,33,32,1,3,1
3407,200,300,25,33,32,0,1,1
3408,200,300,25,33,32,1,3,1
3409,200,300,25,33,32,1,1,1
3410,200,300,25,33,32,1,3,1
3411,200,300,25,33,32,1,3,1
3412,200,300,25,33,32,1,1,1
3413,200,300,25,33,32,1,3,1
3414,200,300,25,33,32,0,3,1
3415,200,300,25,33,32,0,2,1
3416,200,300,25,33,32,1,3,1
3417,200,300,25,33,32,1,1,1
3418,200,300,25,33,32,1,3,1
3419,200,300,25,33,32,1,1,1
3420,200,300,25,33,32,0,3,1
3421,200,300,25,33,32,1,1,1
3422,200,300,25,33,32,1,3,1
3423,200,300,25,33,32,1,3,1
3424,200,300,25,33,32,1,1,1
3425,200,300,25,33,32,1,3,1
3426,200,300,31,35,37,0,3,1
3427,200,300,26,34,33,1,2,1
3428,200,300,28,32,34,0,3,1
3429,200,300,28,32,34,0,1,1
3430,200,300,28,32,34,1,3,1
3431,200,300,28,32,34,1,1,1
3432,200,300,28,32,34,1,3,1
3433,200,300,28,32,34,1,1,1
3434,200,300,28,32,34,1,3,1
3435,200,300,32,36,38,1,3,1
3436,200,300,28,32,34,1,1,1
3437,200,300,28,32,34,1,3,1
3438,200,300,28,32,34,1,3,1
3439,200,300,32,36,38,1,2,1
3440,200,300,28,32,34,1,3,1
3441,200,300,28,32,34,1,1,1
3442,200,300,28,32,34,1,3,1
3443,200,300,28,32,34,1,1,1
3444,200,300,28,32,34,1,3,1
3445,200,300,28,32,34,1,1,1
3446,200,300,28,32,34,1,3,1
3447,200,300,32,36,38,1,3,1
3448,200,300,28,32,34,1,1,1
3449,200,300,28,32,34,1,3,1
3450,200,300,28,32,34,1,3,1
3451,200,300,32,36,38,1,2,1
3452,200,300,28,32,34,1,3,1
3453,200,300,28,32,34,1,1,1
3454,200,300,28,32,34,1,3,1
3455,200,300,25,29,31,1,1,1
3456,200,300,25,29,31,1,3,1
3457,200,300,25,29,31,0,1,1
3458,200,300,25,29,31,1,3,1
3459,200,300,25,29,31,1,3,1
3460,200,300,25,29,31,1,1,1
3461,200,300,25,29,31,1,3,1
3462,200,300,25,29,31,1,3,1
3463,200,300,25,29,31,1,2,1
3464,200,300,25,29,31,0,3,1
3465,200,300,25,29,31,0,1,1
3466,200,300,25,29,31,1,3,1
3467,200,300,25,29,31,1,1,1
3468,200,300,25,29,31,1,3,1
3469,200,300,25,29,31,1,1,1
3470,200,300,25,29,31,0,3,1
3471,200,300,25,29,31,1,3,1
3472,200,300,25,29,31,1,1,1
3473,200,300,25,29,31,1,3,1
3474,200,300,25,29,31,1,3,1
3475,200,300,24,29,29,1,2,1
3476,200,300,24,29,29,0,3,1
3477,200,300,24,29,29,1,1,1
3478,200,300,22,27,27,0,3,1
3479,200,300,24,29,29,0,1,1
3480,200,300,22,27,27,1,3,1
3481,200,300,22,27,27,1,1,1
3482,200,300,22,27,27,1,3,1
3483,200,300,22,27,27,0,3,1
3484,200,300,22,27,27,1,1,1
3485,200,300,22,27,27,1,3,1
3486,200,300,22,27,27,1,3,1
3487,200,300,22,27,27,1,2,1
3488,200,300,22,27,27,1,3,1
3489,200,300,22,27,27,1,1,1
3490,200,300,22,27,27,0,3,1
3491,200,300,22,27,27,0,1,1
3492,200,300,22,27,27,1,3,1
3493,200,300,22,27,27,1,1,1
3494,200,300,22,27,27,1,3,1
3495,200,300,22,27,27,1,3,1
3496,200,300,22,27,27,0,1,1
3497,200,300,22,27,27,1,3,1
3498,200,300,22,27,27,1,3,1
3499,200,300,22,27,27,1,2,1
3500,200,300,22,27,27,1,3,1
3501,200,300,22,27,27,1,1,1
3502,200,300,22,27,27,0,3,1
3503,200,300,22,27,27,1,1,1
3504,200,300,22,27,27,0,3,1
3505,200,300,22,27,27,0,1,1
3506,200,300,22,27,27,1,3,1
3507,200,300,22,27,27,1,3,1
3508,200,300,22,27,27,1,1,1
3509,200,300,22,27,27,0,3,1
3510,200,300,20,28,27,1,3,1
3511,200,300,232,240,237,1,2,1
3512,200,300,20,28,27,1,3,1
3513,200,300,20,28,27,1,1,1
3514,200,300,20,28,27,1,3,1
3515,200,300,20,28,27,1,1,1
3516,200,300,20,28,27,0,3,1
3517,200,300,20,28,27,0,1,1
3518,200,300,20,28,27,1,3,1
3519,200,300,20,28,27,1,3,1
3520,200,300,20,28,27,1,1,1
3521,200,300,20,28,27,1,3,1
3522,200,300,20,28,27,0,3,1
3523,200,300,20,28,27,1,2,1
3524,200,300,20,28,27,1,3,1
3525,200,300,20,28,27,1,1,1
3526,200,300,20,28,27,1,3,1
3527,200,300,20,28,27,1,1,1
3528,200,300,20,28,27,0,3,1
3529,200,300,20,28,27,1,1,1
3530,200,300,17,25,24,0,3,1
3531,200,300,20,28,27,0,3,1
3532,200,300,17,25,24,1,1,1
3533,200,300,17,25,24,1,3,1
3534,200,300,17,25,24,1,3,1
3535,200,300,17,25,24,0,2,1
3536,200,300,17,25,24,1,3,1
3537,200,300,17,25,24,1,1,1
3538,200,300,17,25,24,1,3,1
3539,200,300,17,25,24,1,1,1
3540,200,300,17,25,24,1,3,1
3541,200,300,17,25,24,1,1,1
3542,200,300,17,25,24,0,3,1
3543,200,300,17,25,24,0,3,1
3544,200,300,17,25,24,1,1,1
3545,200,300,17,25,24,1,3,1
3546,200,300,17,25,24,1,3,1
3547,200,300,17,25,24,1,2,1
3548,200,300,17,25,24,0,3,1
3549,200,300,17,25,24,1,1,1
3550,200,300,17,25,24,1,3,1
3551,200,300,17,25,24,1,1,1
3552,200,300,17,25,24,1,3,1
3553,200,300,17,25,24,1,1,1
3554,200,300,17,25,24,0,3,1
3555,200,300,17,25,24,1,3,1
3556,200,300,6,7,2,0,1,1
3557,200,300,6,6,4,0,3,1
3558,200,300,6,6,4,1,3,1
3559,200,300,6,6,4,1,2,1
3560,200,300,6,6,4,1,3,1
3561,200,300,6,6,4,1,1,1
3562,200,300,6,6,4,1,3,1
3563,200,300,6,6,4,1,1,1
3564,200,300,6,6,4,1,3,1
3565,200,300,6,6,4,1,1,1
3566,200,300,6,6,4,1,3,1
3567,200,300,6,6,4,1,3,1
3568,200,300,12,12,10,1,1,1
3569,200,300,6,6,4,1,3,1
3570,200,300,6,6,4,1,3,1
3571,200,300,6,6,4,1,2,1
3572,200,300,9,9,7,1,3,1
3573,200,300,6,6,4,1,1,1
3574,200,300,6,6,4,1,3,1
3575,200,300,6,6,4,1,1,1
3576,200,300,5,5,3,1,3,1
3577,200,300,6,7,2,1,1,1
3578,200,300,5,5,3,1,3,1
3579,200,300,9,9,7,1,3,1
3580,200,300,91,94,92,1,1,1
3581,200,300,9,9,7,1,3,1
3582,200,300,10,10,8,1,1,1
3583,200,300,11,11,9,1,3,1
3584,200,300,13,13,11,1,1,1
3585,200,300,9,9,7,0,3,1
3586,200,300,8,8,6,1,3,1
3587,200,300,10,10,8,1,1,1
3588,200,300,8,8,6,1,3,1
3589,200,300,9,9,7,1,3,1
3590,200,300,10,10,8,1,2,1
3591,200,300,1,6,4,1,3,1
3592,200,300,3,6,4,0,1,1
3593,200,300,9,12,10,0,3,1
3594,200,300,0,0,0,1,1,1
3595,200,300,2,2,0,1,3,1
3596,200,300,9,10,5,1,1,1
3597,200,300,43,47,42,1,3,1
3598,200,300,6,6,4,0,3,1
3599,200,300,1,6,4,1,1,1
3600,200,300,41,46,44,1,3,1
3601,200,300,98,103,101,1,3,1
3602,200,300,3,8,6,1,2,1
3603,200,300,118,122,117,1,3,1
3604,200,300,7,12,10,0,1,1
3605,200,300,3,7,2,1,3,1
3606,200,300,1,5,0,0,1,1
3607,200,300,0,0,0,0,3,1
3608,200,300,9,9,7,1,1,1
3609,200,300,10,11,6,1,3,1
3610,200,300,8,8,6,1,3,1
3611,200,300,9,9,7,0,1,1
3612,200,300,118,118,116,1,3,1
3613,200,300,8,9,4,1,3,1
3614,200,300,6,7,2,1,2,1
3615,200,300,6,7,2,1,3,1
3616,200,300,2,6,1,1,1,1
3617,200,300,5,9,4,1,3,1
3618,200,300,8,9,4,0,1,1
3619,200,300,6,10,5,0,3,1
3620,200,300,9,10,5,1,1,1
3621,200,300,8,9,4,1,3,1
3622,200,300,8,9,4,1,3,1
3623,200,300,6,10,5,1,1,1
3624,200,300,5,9,4,0,3,1
3625,200,300,8,9,4,1,3,1
3626,200,300,8,9,4,1,2,1
3627,200,300,9,10,5,1,3,1
3628,200,300,6,9,7,1,1,1
3629,200,300,9,10,5,1,3,1
3630,200,300,9,10,5,0,1,1
3631,200,300,9,10,5,1,3,1
3632,200,300,11,12,7,0,1,1
3633,200,300,10,11,6,0,3,1
3634,200,300,10,11,6,1,3,1
3635,200,300,8,9,4,1,1,1
3636,200,300,5,9,4,1,3,1
3637,200,300,10,11,6,0,3,1
3638,200,300,10,11,6,1,2,1
3639,200,300,9,10,5,1,3,1
3640,200,300,9,10,5,1,1,1
3641,200,300,5,9,4,1,3,1
3642,200,300,7,11,6,1,1,1
3643,200,300,8,12,7,1,3,1
3644,200,300,7,11,6,0,1,1
3645,200,300,12,12,10,0,3,1
3646,200,300,1,1,0,1,3,1
3647,200,300,129,133,128,1,1,1
3648,200,300,3,3,1,1,3,1
3649,200,300,5,9,4,1,3,1
3650,200,300,6,7,2,0,2,1
3651,200,300,5,9,4,1,3,1
3652,200,300,6,10,5,1,1,1
3653,200,300,6,10,5,1,3,1
3654,200,300,6,10,5,1,1,1
3655,200,300,6,10,5,1,3,1
3656,200,300,6,10,5,0,1,1
3657,200,300,6,10,5,1,3,1
3658,200,300,6,10,5,0,3,1
3659,200,300,6,10,5,0,1,1
3660,200,300,1,4,4,1,3,1
3661,200,300,1,4,4,1,3,1
3662,200,300,2,5,5,1,2,1
3663,200,300,2,5,5,0,3,1
3664,200,300,2,5,5,1,1,1
3665,200,300,1,4,4,1,3,1
3666,200,300,1,4,4,1,1,1
3667,200,300,1,4,4,1,3,1
3668,200,300,26,29,27,1,1,1
3669,200,300,50,55,53,1,3,1
3670,200,300,31,36,36,0,3,1
3671,200,300,1,6,6,0,1,1
3672,200,300,3,6,4,1,3,1
3673,200,300,2,9,10,1,3,1
3674,200,300,55,56,51,1,2,1
3675,200,300,102,98,94,1,3,1
3676,200,300,109,102,99,0,1,1
3677,200,300,100,96,92,1,3,1
3678,200,300,65,68,68,1,1,1
3679,200,300,60,68,67,1,3,1
3680,200,300,51,59,58,1,1,1
3681,200,300,72,75,75,1,3,1
3682,200,300,32,37,37,0,3,1
3683,200,300,6,9,9,1,1,1
3684,200,300,15,18,18,0,3,1
3685,200,300,15,18,18,0,3,1
3686,200,300,3,6,6,1,2,1
3687,200,300,3,6,6,1,3,1
3688,200,300,5,8,8,1,1,1
3689,200,300,2,5,5,1,3,1
3690,200,300,2,5,5,1,1,1
3691,200,300,2,2,2,1,3,1
3692,200,300,0,1,1,1,1,1
3693,200,300,10,13,13,1,3,1
3694,200,300,1,4,4,1,3,1
3695,200,300,0,2,2,1,1,1
3696,200,300,5,8,8,1,3,1
3697,200,300,1,4,4,1,3,1
3698,200,300,2,5,5,1,2,1
3699,200,300,5,8,6,1,3,1
3700,200,300,8,11,11,1,1,1
3701,200,300,13,17,12,1,3,1
3702,200,300,65,72,73,1,1,1
3703,200,300,94,103,104,1,3,1
3704,200,300,91,99,103,1,1,1
3705,200,300,76,81,81,1,3,1
3706,200,300,9,10,5,1,3,1
3707,200,300,0,3,3,1,1,1
3708,200,300,5,5,5,1,3,1
3709,200,300,5,8,8,1,3,1
3710,200,300,7,10,10,1,2,1
3711,200,300,1,4,4,1,3,1
3712,200,300,87,87,87,1,1,1
3713,200,300,7,10,10,0,3,1
3714,200,300,10,13,13,1,1,1
3715,200,300,12,15,15,1,3,1
3716,200,300,12,15,15,1,1,1
3717,200,300,12,15,15,1,3,1
3718,200,300,12,14,16,1,3,1
3719,200,300,10,13,13,1,1,1
3720,200,300,11,15,17,0,3,1
3721,200,300,16,19,19,0,3,1
3722,200,300,13,16,16,1,2,1
3723,200,300,15,18,18,1,3,1
3724,200,300,15,17,19,1,1,1
3725,200,300,17,20,20,1,3,1
3726,200,300,16,18,20,0,1,1
3727,200,300,12,18,22,1,3,1
3728,200,300,17,20,25,1,1,1
3729,200,300,20,22,24,1,3,1
3730,200,300,61,64,64,1,3,1
3731,200,300,101,104,104,1,1,1
3732,200,300,46,42,45,0,3,1
3733,200,300,8,10,12,1,3,1
3734,200,300,6,10,12,0,2,1
3735,200,300,7,9,11,0,3,1
3736,200,300,8,10,12,1,1,1
3737,200,300,3,7,9,1,3,1
3738,200,300,3,6,6,1,1,1
3739,200,300,3,6,6,0,3,1
3740,200,300,8,4,7,1,1,1
3741,200,300,1,6,6,1,3,1
3742,200,300,9,8,10,1,3,1
3743,200,300,8,4,7,1,1,1
3744,200,300,8,7,9,1,3,1
3745,200,300,8,7,9,1,3,1
3746,200,300,75,102,82,0,2,1
3747,200,300,196,226,199,0,3,1
3748,200,300,88,118,91,1,1,1
3749,200,300,98,128,99,1,3,1
3750,200,300,86,114,85,1,1,1
3751,200,300,86,114,85,1,3,1
3752,200,300,86,114,85,0,1,1
3753,200,300,86,116,87,1,3,1
3754,200,300,199,229,200,1,3,1
3755,200,300,81,111,82,1,1,1
3756,200,300,83,113,84,1,3,1
3757,200,300,86,116,87,1,3,1
3758,200,300,88,116,89,0,2,1
3759,200,300,80,108,79,1,3,1
3760,200,300,78,106,77,0,1,1
3761,200,300,80,109,89,0,3,1
3762,200,300,79,106,81,1,1,1
3763,200,300,75,93,73,1,3,1
3764,200,300,70,85,67,1,1,1
3765,200,300,84,98,78,0,3,1
3766,200,300,60,67,60,1,3,1
3767,200,300,61,77,64,1,1,1
3768,200,300,91,103,95,1,3,1
3769,200,300,59,73,60,1,3,1
3770,200,300,61,72,61,1,2,1
3771,200,300,57,70,59,1,3,1
3772,200,300,56,72,59,0,1,1
3773,200,300,53,64,53,0,3,1
3774,200,300,37,48,42,1,1,1
3775,200,300,19,22,20,1,3,1
3776,200,300,6,12,7,1,1,1
3777,200,300,9,13,8,1,3,1
3778,200,300,7,13,8,0,3,1
3779,200,300,13,17,12,1,1,1
3780,200,300,15,16,11,1,3,1
3781,200,300,20,26,21,1,3,1
3782,200,300,26,33,26,1,2,1
3783,200,300,34,48,35,1,3,1
3784,200,300,46,62,49,0,1,1
3785,200,300,48,59,48,1,3,1
3786,200,300,49,65,50,0,1,1
3787,200,300,48,62,49,0,3,1
3788,200,300,82,96,81,1,1,1
3789,200,300,168,181,175,1,3,1
3790,200,300,38,53,49,1,3,1
3791,200,300,32,47,36,0,1,1
3792,200,300,22,38,23,1,3,1
3793,200,300,45,59,46,1,3,1
3794,200,300,50,64,49,1,2,1
3795,200,300,48,62,49,1,3,1
3796,200,300,52,66,51,1,1,1
3797,200,300,48,60,52,1,3,1
3798,200,300,48,62,47,0,1,1
3799,200,300,46,61,50,0,3,1
3800,200,300,44,59,48,1,1,1
3801,200,300,44,58,50,1,3,1
3802,200,300,40,57,48,1,3,1
3803,200,300,39,56,47,1,1,1
3804,200,300,29,39,36,0,3,1
3805,200,300,23,31,30,1,3,1
3806,200,300,13,21,20,1,2,1
3807,200,300,13,21,20,1,3,1
3808,200,300,20,26,21,1,1,1
3809,200,300,12,22,14,1,3,1
3810,200,300,11,21,13,0,1,1
3811,200,300,6,13,24,1,3,1
3812,200,300,8,15,21,0,1,1
3813,200,300,8,15,21,0,3,1
3814,200,300,15,23,22,1,3,1
3815,200,300,16,19,17,1,1,1
3816,200,300,4,10,5,1,3,1
3817,200,300,3,7,2,1,3,1
3818,200,300,1,5,0,1,2,1
3819,200,300,1,4,2,1,3,1
3820,200,300,0,3,0,1,1,1
3821,200,300,0,2,0,1,3,1
3822,200,300,3,2,4,1,1,1
3823,200,300,9,9,9,1,3,1
3824,200,300,10,13,13,1,1,1
3825,200,300,8,13,13,1,3,1
3826,200,300,8,11,9,1,3,1
3827,200,300,9,12,10,1,1,1
3828,200,300,7,10,8,1,3,1
3829,200,300,9,12,10,1,3,1
3830,200,300,54,61,54,1,2,1
3831,200,300,48,57,51,1,3,1
3832,200,300,68,83,79,1,1,1
3833,200,300,121,132,126,1,3,1
3834,200,300,14,26,23,1,1,1
3835,200,300,5,10,8,1,3,1
3836,200,300,5,10,8,1,1,1
3837,200,300,5,8,6,1,3,1
3838,200,300,4,9,7,1,3,1
3839,200,300,3,8,6,1,1,1
3840,200,300,4,9,7,1,3,1
3841,200,300,5,10,8,0,3,1
3842,200,300,4,9,7,1,2,1
3843,200,300,5,10,10,1,3,1
3844,200,300,5,8,8,1,1,1
3845,200,300,6,11,9,1,3,1
3846,200,300,1,6,4,1,1,1
3847,200,300,5,10,10,1,3,1
3848,200,300,4,9,9,0,1,1
3849,200,300,5,10,10,0,3,1
3850,200,300,1,6,4,1,3,1
3851,200,300,5,10,10,1,1,1
3852,200,300,5,10,8,1,3,1
3853,200,300,6,16,13,1,3,1
